,commentId,text,category
0,UgyYF8bf6AXRrjhGdJ14AaABAg,"Peggiori condivido le tre che hai messo in sbocco, le migliori direi Bourn., City e Leeds o United",Neutrale
1,Ugxywle64-SAKNjBKS94AaABAg,Rido troppo coi dissing al Pisa hahaha ormai è una lore del canale,Positiva
2,UgyYuLWkoyFkl-uwfed4AaABAg,Man utd❤,Positiva
3,UgzA-XvP_yXKGfI2hE14AaABAg,adesso voglio anche il video per le terze,Neutrale
4,UgzWWZLdUVVxJCgHRLh4AaABAg,"Ciao Vito. Voglio un tuo parere per la Partita tra Palermo - Manchester city, secondo te meritiamo un parcoscenico nel genere, contro squadre Europee?. Secondo me si, perché comunque il Palermo è anche un piazza caldissima nel calcio italiano. E per me viene troppo sottovalutata (essendo siciliano)",Neutrale
5,Ugy1WdDcaY-Id1hcqcN4AaABAg,Le 🔝 3 ..city Leeds arsenal,Neutrale
6,UgxyPJfS9zjPSvAk23B4AaABAg,la maglia del pisa l’hanno fatta uscire 1 ora fa,Neutrale
7,UgzH5O1mwnuuJtVQkiZ4AaABAg,🍀💪,Positiva
8,Ugwu3jFWTBLBdCmTYcV4AaABAg,ma siete più scemi voi che date peso a questi personaggi,Negativo
9,UgxCLAPRId22IYIET4R4AaABAg,Bravo,Positiva
10,Ugz7fsmeU34JAR22NxN4AaABAg,comunque i tifosi dello united pensano di avere chissa quale passato...,Negativo
11,UgzrHvXSPE4paGh5Uqh4AaABAg,Senza Ferguson erano il nulla totale,Negativo
12,UgxsFKRE7CmR_LX8Czt4AaABAg,"Anch’io lo seguo a goldbridge e il suo canale that’s football😂😂, il milan comunque rimane una delle più grandi squadre in italia e in europa",Positiva
13,UgysbdeiFaKaJRCcfBZ4AaABAg,Ma dai... Donnarumma è fortissimo e comunque rispetto a Ederson.....,Positiva
14,UgzAG0y2A-D-0X8kBml4AaABAg,Come puo in italiano tifare una squadra così 😂😂😂,Negativo
15,UgzBFTrUXtrEPPthKE94AaABAg,Siete abusivi in Premier lo sai vero?,Negativo
16,UgyBrlZvBbmoLcLdcV54AaABAg,"Savinho via per 55 + bonus , rodrygo 75 + 20 di bonus 
ederson via a qualsiasi cifra . gigio dentro per 30 + bonus visto che e in scadenza",Neutrale
17,UgzNoeBJ1qdS81bisYh4AaABAg,Ecco  cazzone gobbo di merda,Discriminatorio
18,UgxaXy_ufSTVHfqZ0DZ4AaABAg,Che vita di 💩 che fai con questa ossessione! Smetti anche di drogarti,Negativo
19,UgyG2kjGZOR4vZqZce54AaABAg,"Anche se non viene abbattuto, ma solo venduto ai p@gliacci, per quel prezzo è un crimine!",Negativo
20,UgxXiUnA5cS3qXmqYD54AaABAg,Non tutti ma una maggioranza è sanno solo offendere è neanche non ci puoi parlare assieme di calcio,Negativo
21,Ugzqhg_x41onM9cSmlx4AaABAg,"È com'era platiní e Blatter sono stati assolti  , dalle accuse di avere sottratto soldi dell' wuefa , però se il signor ceferin fa a umma umma dei business non molto chiari allora va bene, ma quant' è bella la mafia",Complottismo
22,Ugz2voInzMvYakXft0p4AaABAg,Buone vacanze a te e famiglia spero vederti presto,Positiva
23,UgwlZEK7csfibY1li794AaABAg,Buone ferie Gigio invece io le ho praticamente già finite 😟,Neutrale
24,Ugy_JTIYTKKmR0ohcG94AaABAg,"Ottimo lavoro Gigio, d'altronde quando furono emesse le sanzioni (😂😂😂😂sanzioni) uscirono il primo Maggio (Guarda caso 😂😂)
👏👏👏👏👏👏💯💯💯💯🖤🤍",Allarmismo
25,UgwHveLALUZgrVDqv1l4AaABAg,"Messi d'avanti alla verità, continuano a negare o parlare senza argomenti di senso!! Sono alla frutta 😂😂😂😂😂😂 dovrebbero farsi schifo e sputarsi da soli!!😂😂😂😂😂😂😂",Negativo
26,Ugz-suDkiLZz_IM_6YV4AaABAg,"😂😂INTERISTA INTERMERDA, datti all'ippica, si scommette tantissimo 👍👍CIAO CARTONEEEEEE 😂😂😂😂",Discriminatorio
27,UgzPvqsdkrGdM832RPZ4AaABAg,Caro Peter Pan ti seguo sempre ma poi ti lascio perché ti prolunghi un po'se stingi un po'migliori molto Gigio salentino juventino,Negativo
28,UgwqWCaBDxMTQ6zFxpV4AaABAg,"Ziliani è un sinistro buffone delirante. Ma fa il  paio con il fallito radiato Fessicchio....""è chiaro ed evidente..."" che il mago Zurlì di Agropoli è un cog.....ne acclarato!",Discriminatorio
29,UgwYujpIBvlwvN8tas14AaABAg,"Questa volta mi tocca dargli in parte ragione, cosa ci fanno tutti quegli ex juventini nella federazione interista giochi comici ?",Negativo
30,UgzNNFQ5CjwLoWi7qFR4AaABAg,Oggi sei scatenato 😂,Neutrale
31,UgynnybsVhGwWI_wMil4AaABAg,5 giorni che ti ho perso canta Zarrillo,Neutrale
32,UgycexsZCl1vJ_JraVV4AaABAg,"E che classe, tirare fuori dei fatti privati per screditare qualcuno. A prescindere che siano vere o no, dimostri di essere una persona misera.",Negativo
33,Ugyk0fM2sLVhDUABx4F4AaABAg,"Sentire ""calcio pulito"" e veder apparire la locandina con su Moggi è da pisciarsi addosso dal ridere 🤣🤣🤣🤣 LA VERITAAAAAAAAHHH 😂😂😂😂😂",Disinformazione
34,Ugx965vcamSWdDGl1LF4AaABAg,Un vero capitano nn deve mai abbandonare la propria nave...Io già nel 2006 avevo capito che era farsopoli. Abbasso i m....rri. Io più di prima tifo Juve.,Discriminatorio
35,UgymS7JHDIcR1om3e6R4AaABAg,Ma mesi fa la nazionale non era stata definita Italinter?,Negativo
36,UgzfcKmLtTR5_SiYLbl4AaABAg,"Ma quale calcio pulito? Ma quale Giustizia? Io credo che tutto questo sia pilotato per coprire gli scandali dell'Inter che sono decenni che fanno e con la complicità di tutti. Siamo tornati indietro negli anni, la Juve è vittima.",Complottismo
37,Ugwlxj0UuZqYsJoNOex4AaABAg,Bravo dottore complimenti.... video interessantissimo....,Positiva
38,Ugy2Lr4NuyRYRm80UJd4AaABAg,Splendido film,Positiva
39,Ugyp69RUJ7T-h4vqhZx4AaABAg,"Vero, m é capitato questo ... é successo l anno scorso, diverbi col proprietario di casa che hanno fatto traboccare il vaso ...",Neutrale
40,UgxZayW1LYSTrnj2_0Z4AaABAg,Quello che c'è intorno a noi è tanto importante quanto quello che c'è dentro di noi,Neutrale
41,Ugx5MUWso7EEyVbHWLZ4AaABAg,Giustissimo,Positiva
42,Ugy-Mc2FfFaRFrK5b2d4AaABAg,"100 Euro per tre quarti d'ora di aiuto psicologico.   Si guarisce la psiche ma si muore di fame.  Meglio pazzi con la pancia piena .  Sto mondo è uno schifo, di cosa stiamo parlando???",Negativo
43,UgzNBttIwQUKmXb82iN4AaABAg,Grazie 🙏  Lei è un diamante in mezzo al deserto ❤,Positiva
44,Ugw35pN1WGe6UjA-s2p4AaABAg,Ma chi lo ha detto anche questi suoni sono rilassanti? Che angoscia... Mi riferisco ai suoni di sottofondo,Negativo
45,UgxJPD2YRX3vsIMsyc14AaABAg,"Purtroppo si trovano persone incompetenti anche nel pubblico, non solo nel privato. E poi i costi di una psicoterapia sono veramente alti, accessibile a pochi. Come diceva Marco Vaggi in un'intervista, la casa, il lavoro (non sottopagato o a sfruttamento) fanno parte della cura. Ma in Italia è tutto allo sfascio.",Negativo
46,UgyLTij__cGONQD91oR4AaABAg,"Ciao ,non voglio essere contro o complottista ,però una domanda si i dr hanno studiato i malesseri vari ,ma si tratta di studio non si averli provati  o se provati ognuno reagisce in maniera diversa ,poi per certi dottori non guarisci mai nel senso e vero dopo una lesione espio fisico o psichico o psichico fisico si  e sensibili ,però non e detto che espio un depresso vede tutto sempre nero perché se da normale prima era acetato perché un po' di guardia era accettata adesso che e depresso lo vedono acetato in parte e vero ma non del tutto perché se l'esterno gioca a fare credere che sei più depresso o depresso inutile ma e solo loro gioco per invalidarti be non e del tutto vero che uno vede nero totale poi se uno si cura totale espio le sue cure magia bene fai attività li si ci sono miglioramenti ma il problema e con chi stai vicino uno perché l'umano tradisce prima o poi, poi vero certi non sono cattivi ma lo fanno per sopravvivenza o certi ti lasciano in dietro perché sei un peso e credono che li fai affondare ma se dicono che ti aiutano ma se pesano come o descritto che aiuto e ?
Poi visto che quando uno parla o si crede o no ma però non sai la verità come un medico che dice di aver studiato di sapere il status di una persona sia in partenza che il percorso se lo vede solo nei colloqui o si affida a chi li dice ma chi li dice se li sei antipatico o li stai sulle scatole invalida il percorso come può uno vedere il cambiamento o lo status principale ?
Poi uno studio non e divinità o rispettabile e sempre uno studio si meglio di uno che non sa niente ma sempre uno studio e il qualsiasi dr e una persona non e un che sa o divinità che rileva bene o male o se sei malato o sano o veritiero o falso ,si basa sulle sensazioni il più e i segni che uno a o che dimostra espio ogni cosa e a interpretazione quindi un dr può sbagliare ?si  ,con questo non voglio dire che quello che dice sulle cinque are siano sbagliate o e se la genetica e il primo passo per live e accettabile al inizio sensibilità o chiamato mi fido o non mi fido o mi fascio la testate per evitare il danno maggiore ,quindi si e importante lo studio o l'osservare  ma se e di parte o piccole parti o da altre persone e affidamento non il totale perché se devi vedere o sentire bisognerebbe un mondo di bodi CAM e ogni stanza o e esterna telecamere per visualizzare bene il globale così chi nasconde quando e nel punto ceco quando nessuno lo vede adesso lo vede e lo sente a mio avviso poi ogni persona tira l'acqua a suo mulino quindi dopo un po' anche con questa tecnica pensa e crede quello che vuole come all'inizio del punto ceco e idem e stata con l'empatia  radar come parla Gennaro romagnoli di uno come si sente e lo status di uno ,poi faccio un espio in un Lugo hanno fatto un obelisco e al terreno hanno fatto un Qubo con quattro facciate ,tu le vedresti tutte e quattro no al massimo due di lato ,se ti affidi poi ad altri la visione e sensazione ed empatia o cosa trasmette e diversa dalla propia .quindi si uno accetta quello che offre il mondo ma non e così perfetto ma il più si vedono le cose quindi in certi punti sei credibile e veritiero in altre nascondi o non fai vedere tutto o il tuo potenziale per comprendere meglio e in altre sei ripetitivo magari in maniera diversa e in altre aggiungi cose in più o cose che non dici proprio perché non spieghi bene o ti nascondi perché devi essere rispettato da dr ,ma non serve essere stesso partito espio dr con dr per apprendere certe cose perché si e persone tutti sia donne che uomini c'è dr che studiosi che normali o asino  ognuno offre il suo ,perché il dr non è una figura al disopra di tutto a solo osservato certi punti e non e detto che sia il migliore o che c'è la faccia dasolo anche se a un equipe ogni persona e data a se e le altre persone si comportano in una certa maniera davanti a una persona sia che sia studiata o meno ,se vedete c'è guerra anche fra di voi che volete li spicco o chi a più ragione o la cura migliore se non si e trasparenti e un piccolo tuffo in giù poi volte che uno sa cosa fare però avete paura che uno vo superi senza uno studio ma io dico accettiamo gli le visioni di ognuno poi si vedrà e vero certe cose rimangono ovaie ma la strada per stare un po' meglio e l'unione non ego da chi sta al vertice  il resto safri abile o privilegio ma un ecosistema dove tutti fanno parte di tutto e ci si dà una mano a vicenda senza stare al vertice e credere di essere chi sa chi .",Negativo
47,UgwfoGw3JTc8zq_r2HZ4AaABAg,Attenzione! Tre ordine di grandezza non è un valore moltiplicato per tre ma è quel valore moltiplicato x 10 al cubo!,Neutrale
48,UgwAVcJhVQxSo4GEaHp4AaABAg,"Ciao doc... Purtroppo ho abbandonato il video dopo qualche minuto, di premesse, di sguardi al copione e di temporeggiamenti.. ultimamente ti trovo poco spontaneo .... Ti stimo e ti ammiro,  ma mi sembra di guardare uno di quei programmi che per dirti una cosa, ci mettono  tante ripetizioni inutili, tanto per arrivare ad i 30 minuti della puntata.... Sebbene fossi stato interessato, ho abbandonato 👋👋",Negativo
49,UgwpIKZrt8UKxRwyiGt4AaABAg,🙏grazie,Positiva
50,UgyfuW14fdqfrh3vlot4AaABAg,Anche una vita sessuale disordinata e caotica secondo molti studi può innescare patologie mentali forse anche xche la natura la biologia ci dice non scherziamo Col sesso xche con esso si concepisce una vita un figlio.😊😂❤,Neutrale
51,UgxRMpw6Em21BG5NsaB4AaABAg,"Caro dottore,  lei sta dando ormai ogni giorno un messaggio indispensable a farci stare bene: il Mondo come lo conosciamo ci fa stare male, spesso senza che ce ne accorgiamo. 
Io la ringrazio, perché lei mi sta davvero aiutando nel mio percorso. 
La prego continui, GRAZIE GRAZIE GRAZIE! 
La divulgazione che offre è davvero preziosa e sempre più urgente.",Positiva
52,UgycJ6GrgbjL6P_uWbl4AaABAg,Un altra causa è la gente provincialotta che parla male di tutti ...ma mai di se stessa,Negativo
53,UgxO7MgunKmuDB8o-FJ4AaABAg,Aver sbagliato marito puo essere una causa,Neutrale
54,Ugx6XBAA973cfVM6_sB4AaABAg,"Dott rossi con tutto il rispetto c'è gente anche che non ha la possibilità di andare dal privato . Io vado tramite asl ,con il mio psichiatria, però una domanda cosa cambia tra privato e quello non privato ? Però grazie tutto quello che fsi dottore grazie .",Neutrale
55,UgxdKg5sB16Gc3XACSh4AaABAg,"Grande Doct, come sempre molto  preciso, ma soprattutto sincero / onesto....
Sta' mettendo su un bel fisico 💪💪💪",Positiva
56,Ugye5EdPn0Sk7I1_c6p4AaABAg,...io sono dell'idea che il problema principale dei disturbi mentali (esclusi i casi dianomalie fisiologico) è il benessere...se le persone nel benessere toccassero con mano la miseria...ci sarebbero meno disturbi mentali...🧐,Neutrale
57,UgyKelYrFwb8JDTx-p54AaABAg,"Invecchiare non piace a nessuno, ma non accettarlo fa vivere solo peggio e rende ridicoli e patetici.",Negativo
58,UgzJu_Y_oXQ0RkivveR4AaABAg,Fatevi i cazzi vostri,Negativo
59,UgxCTgyQsKDu_tpDLgF4AaABAg,Anche imparare ad accettare il fatto che tutti noi invecchiamo è un buon metodo secondo me.,Neutrale
60,Ugy4HY31EwVmgn3fi094AaABAg,Spettacolare consapevolezza ❤️💪🏻,Positiva
61,Ugwn0gqlcKsJbyeDEaJ4AaABAg,"No ,non voglio vivere più a lungo",Negativo
62,Ugx4-MfpEsk4KIaS-WZ4AaABAg,Molto molto interessante! Vi aspetto qui... :),Positiva
63,UgzUh_320XqL0fSH50Z4AaABAg,1979,Neutrale
64,UgxZCnyZWSEo8Pd8pON4AaABAg,"Penso che Apollo avrebbe battuto rocky, lang, drago e tutti gli altri se con la giusta motivazione. Pugilisticamente era anni luce avanti",Neutrale
65,UgxcwJHTTlFY6n7tGf14AaABAg,"La frase della mia vita:
""Uno/a così non deve entrarci nella nostra vita e se per caso ci entra e ne esce lo/a dobbiamo lasciar stare.""

Il mondo è pieno di persone buttare agli angoli della strada, sui marciapiedi, appesi ai balconi, appese ai treni, etc etc..
Non ci imcaponiamo con una persona!!!!!!
Siamo OTTO miliardi!!",Neutrale
66,UgxUKcGBDqDM5d3Xi1R4AaABAg,Se Apollo non avesse ascoltato il suo orgoglio e avesse pensato solo alla propria convenienza non sarebbe mai nato Rocky.,Neutrale
67,UgzQARDnX_whG9zTQql4AaABAg,"Tony non poteva dire di meglio per ottenere l'effetto contrario a quello sperato. Scena meravigliosa, la mia preferita del film.",Positiva
68,UgxLMuDG_qdfsn2R97d4AaABAg,"La verità?
Sì 
Non è l'uomo che fa per te
🤫🤫🤫",Neutrale
69,Ugx1Rr4SFlrE5NDC9Th4AaABAg,"a parte il film di suo che già è un capolavoro, ma i doppiatori italiani sono anche una roba pazzesca... madonna santa che roba da brividi  😱😱",Positiva
70,Ugw7K4igzBGJQlE-SXF4AaABAg,"Gran bel personaggio anche quello dell'allenatore Tony ""Duke"" Evers, che ""impersona"" la coscienza, il buon senso che Apollo ha smarrito e semplicemente non vuole ascoltare.",Positiva
71,UgzmxQcC9DkiEYIPuyh4AaABAg,"Due grandi attori che non ci sono più Apollo , Tony R.i.p.",Positiva
72,UgwLwEQmFuozESh4CTN4AaABAg,Probabilmente uno dei momenti più intensi del film,Positiva
73,Ugww-gkaeUYsbCr-sMJ4AaABAg,"Il campione sei tu...ha portato sfiga per Rocky 2, 3 e 4😊",Neutrale
74,Ugxu9gyPwE0yLEIsft94AaABAg,Cazzo che dialoghi... Fantastico,Positiva
75,Ugy6nDzvwEmg7LDKa3V4AaABAg,LASCIALO STARE QUELLO LASCIALO STARE QUELLO AHAHAHAHAHAH,Neutrale
76,UgwagwBtb-1ETHEFKO54AaABAg,"Dialogo stratosferico, per intensità.. tutto.",Positiva
77,Ugw-dOMp4lY7PvTSQbJ4AaABAg,Insomma .. quale è questa verità???,Neutrale
78,UgzCZqelNvTR-wX-T8h4AaABAg,Scena cult!!!,Positiva
79,UgzEYfRJzaYz2-VYrx54AaABAg,Grande film ❤❤❤❤❤❤,Positiva
80,UgyvlbGJGyTnamyY7Eh4AaABAg,Lascialo perdere quel pagliaccio,Negativo
81,UgwRXa8EnAz-g71tTXp4AaABAg,"Mayweather, l’ha sentito molte volte questo discorso, e l’ha pure ascoltato",Neutrale
82,Ugzo1nsryzk_Tdb73op4AaABAg,"Ce una scena in rocky 4 nell inconrro con drago dove rocky sta ricevendo tanti cazzotti ma conunque continua ad attacare il russo come un maledetto, sono le stesse frasi che usa duke con apollo, che si verificano anche in rocky 4 quando rocky combatte",Neutrale
83,UgycMalgGX7R7Bs0vqB4AaABAg,"La ""E"" senza accento 🤦🏻‍♂️ a meno che lo scoop stia nel fatto che chiellini e comolli siano la stessa persona.",
84,Ugycfm3sDRdlAiQZnlt4AaABAg,"Invece di Comonlli, dovevate prendere Comonqui, era più funzionale..😂😂😂😂😂",
85,UgxRp37pZ85LcP8ryud4AaABAg,Hahahaha che puttanate,
86,UgwGsDQXI1u_KFxrTb14AaABAg,"Prossima collaborazione con ""Un Toscano sull'Onda""!",
87,Ugyr7KLYjIxXWU4uexZ4AaABAg,In mezzo al mare poi siete andati? ... Schhhhhh,
88,UgzfemqxLV4Hpg7rZLt4AaABAg,8:32.  Grazie di esistere Nello!,
89,UgyJo6-J4E_LxU5aCih4AaABAg,sempre tosti i boys di ostia e ladispoli  💪💦💦💦,
90,UgwBisQKOyU9VdHSKlt4AaABAg,"Grande Roby, che vlog e che paninozzi 😂",
91,UgweezGB1ns7l7tIZzt4AaABAg,Qui c'è un concentrato di topperia !! ❤,
