```csv
obiettivo,id,data,indicatore,utente,testo
0,1468543510,Mar Apr 07 02:19:00 PDT 2009,NO_QUERY,robynicole,L'insonnia mi sta tormentando. Lo odio!!!
0,1468543555,Mar Apr 07 02:19:01 PDT 2009,NO_QUERY,LeahEarnshaw,@Laura6476 no non lo sono. Andremo però queste vacanze. Voglio davvero vederlo
0,1468543584,Mar Apr 07 02:19:01 PDT 2009,NO_QUERY,shoxcorp,ho fatto cadere uno degli auricolari delle mie sennheiser nel mio tè, spero davvero che funzionerà di nuovo :'(
0,1468543671,Mar Apr 07 02:19:03 PDT 2009,NO_QUERY,Jo_Jo85,"Ugh caffè, per favore! Essere al lavoro alle 6:45 non fa bene al mio cervello, ora si sta ufficialmente sciogliendo"
0,1468543963,Mar Apr 07 02:19:09 PDT 2009,NO_QUERY,ian_si,"@ambermatson È terribile, vero? Non aspettarti molti terremoti in Europa, di certo non brutti"
0,1468544240,Mar Apr 07 02:19:14 PDT 2009,NO_QUERY,dineanddashed,@binncheol dovresti ascoltare un po' di musica di questo tipo chiamato Andy Hull e alcuni altri tipi. Ho anche sentito che suoneranno a Londra domani!
0,1468544266,Mar Apr 07 02:19:15 PDT 2009,NO_QUERY,bryjane,Niente snoo-snoo per te
0,1468544449,Mar Apr 07 02:19:19 PDT 2009,NO_QUERY,roospy,i computer potrebbero essere operativi ma non c'è ancora molto da fare
0,1468544893,Mar Apr 07 02:19:31 PDT 2009,NO_QUERY,jessalyn,"Credo che il WiFi sul mio iPhone sia rotto. Si ""collega"", ma quando devo effettivamente usarlo è un'altra storia..."
0,1468544973,Mar Apr 07 02:19:32 PDT 2009,NO_QUERY,rkhooks,@lejeff oh cavolo! Sto uscendo con i vecchietti in Inghilterra. Sarò sicuramente pronto per uno quando tornerò. Però
0,1468545035,Mar Apr 07 02:19:34 PDT 2009,NO_QUERY,CINDAAA,Guardando Death Race.... ho scoperto che Sandra Cantu è morta
0,1468545106,Mar Apr 07 02:19:35 PDT 2009,NO_QUERY,aliawesome,serata pizza e mi sento troppo male
0,1468545846,Mar Apr 07 02:19:52 PDT 2009,NO_QUERY,darren56,gioca a basket oggi? lol. voglio andare al pub
0,1468545912,Mar Apr 07 02:19:53 PDT 2009,NO_QUERY,IFeelloved_DiB,"@FrumiousMe Erano gli antibiotici per la devitalizzazione. Prenderò la Polaramine stasera per l'orticaria, gli altri sintomi sono scomparsi ora, grazie a Dio."
0,1468545927,Mar Apr 07 02:19:54 PDT 2009,NO_QUERY,miss_maartje,non è impressionata dalla pioggia - volevo andare a fare shopping al mercato, bleah.
0,1468546091,Mar Apr 07 02:19:57 PDT 2009,NO_QUERY,suchducks,@choadmalma vorrei poter collegare le cose bene come te
0,1468546258,Mar Apr 07 02:20:01 PDT 2009,NO_QUERY,ErinLRay,sì... sono passate 6 settimane. Una signora della nostra chiesa la sta guardando.
0,1468546456,Mar Apr 07 02:20:04 PDT 2009,NO_QUERY,Thaedydal,"@darraghdoyle ah vai, non dire così"
0,1468546637,Mar Apr 07 02:20:07 PDT 2009,NO_QUERY,eriWz,fuori piove. sembra neve ma piove
0,1468547124,Mar Apr 07 02:20:17 PDT 2009,NO_QUERY,fatchris,@mousenator piangere?
0,1468547246,Mar Apr 07 02:20:19 PDT 2009,NO_QUERY,h4nn4hhh,@andy_cyrus sono ancora sveglia anch'io lol non riesco a dormire, sono contenta che tu sia sveglio però (:
0,1468547530,Mar Apr 07 02:20:25 PDT 2009,NO_QUERY,ErinLRay,"@kellymreynolds sì... sono passate 6 settimane. Una signora della nostra chiesa la sta guardando."
0,1468547591,Mar Apr 07 02:20:27 PDT 2009,NO_QUERY,justinhartman,"@JasonVonBerg Ho pubblicizzato sul nostro blog, tramite siti di carriera e utilizzato agenzie... non so come altro fare..."
0,1468547871,Mar Apr 07 02:20:32 PDT 2009,NO_QUERY,brainfluff,@iamnipper la scorsa settimana avevano la bicicletta senza sella
0,1468548172,Mar Apr 07 02:20:38 PDT 2009,NO_QUERY,_owl_,@justagirl79 È fantastico per la tua licenza! Vorrei che avessi avuto indietro il resto.
0,1468548353,Mar Apr 07 02:20:42 PDT 2009,NO_QUERY,frenchshiver,incazzato perché un amico è troppo occupato per vedermi oggi
0,1468548587,Mar Apr 07 02:20:48 PDT 2009,NO_QUERY,petebw,caffè @33 si sta trasformando in Starbucks (per quanto riguarda i bambini selvaggi)
0,1468548615,Mar Apr 07 02:20:49 PDT 2009,NO_QUERY,James_yeah,"@achmadsirman sì, lo sono, infatti la vernice spray è per il bastardino, ho avuto dei problemi e quindi non ho ancora finito"
0,1468548785,Mar Apr 07 02:20:52 PDT 2009,NO_QUERY,ShikhaBirdie,A casa della mia mamma... tutti continuano a darmi nuove opzioni per studiare o lavorare. Mi confondo sempre di più ogni giorno che passa...
0,1468548790,Mar Apr 07 02:20:52 PDT 2009,NO_QUERY,Spitphyre,"@axon quelli sono stati cancellati, ora tutti gli altri mi stanno scuotendo il cervello e mi fanno bestemmiare terribilmente!!"
0,1468548897,Mar Apr 07 02:20:54 PDT 2009,NO_QUERY,livvvyyy,stanca, niente da fare oggi
0,1468549477,Mar Apr 07 02:21:07 PDT 2009,NO_QUERY,remcobron,@gvenk Grazie! @AlexanderNL Scusa
0,1468549512,Mar Apr 07 02:21:08 PDT 2009,NO_QUERY,Saffy,Miao, oggi è un giorno di oppiacei prescritti, penso, grrr
0,1468549633,Mar Apr 07 02:21:10 PDT 2009,NO_QUERY,richontwitter,"@ladybug27 Dannazione! Ho perso? Perché non mi hai invitato?"
0,1468549786,Mar Apr 07 02:21:13 PDT 2009,NO_QUERY,cole007,@RellyAB probabilmente non potrò partecipare - piangendo per tutta la strada di casa
0,1468550134,Mar Apr 07 02:21:20 PDT 2009,NO_QUERY,kazaroth,@spanx tranne che ho perso la S.Lee della settimana scorsa e ora è sparito da iPlayer
0,1468550704,Mar Apr 07 02:21:33 PDT 2009,NO_QUERY,embee,@jamrock dove è andato Top Cat?
0,1468550790,Mar Apr 07 02:21:35 PDT 2009,NO_QUERY,amygirl28,si sta prendendo il raffreddore, che schifo!!
0,1468551322,Mar Apr 07 02:21:45 PDT 2009,NO_QUERY,wu_hu,"@kev_nz LOL meglio far sapere ad aboy021 se farà il deploy prima della sua ora di andare a letto alle 9:30. Spero ti senta meglio. Essere malato fa schifo"
0,1468551419,Mar Apr 07 02:21:47 PDT 2009,NO_QUERY,bodhibuggy,non riesce a dormire.
0,1468551456,Mar Apr 07 02:21:48 PDT 2009,NO_QUERY,HannaManna,"Questo è tutto gente, la primavera è andata e l'inverno è tornato... fuori nevica"
0,1468551761,Mar Apr 07 02:21:55 PDT 2009,NO_QUERY,frenchshiver,incazzato perché un amico è troppo occupato per vedermi oggi
